,ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS
1865,480887,40-64,female,majority,20-29y,none,working class,0.3763609329888923,True,before 2015,False,False,10238,15000.0,sedan,0,0,0
1866,387428,26-39,female,majority,10-19y,none,working class,0.4546562937959736,False,before 2015,False,False,10238,18000.0,sedan,2,0,0
1867,330099,26-39,female,majority,10-19y,none,poverty,0.2543928838634379,False,before 2015,False,False,10238,16000.0,sedan,0,0,0
1868,613717,16-25,female,minority,0-9y,high school,poverty,0.4301725188324181,False,before 2015,False,False,10238,14000.0,sports car,0,0,0
1869,911473,40-64,male,majority,20-29y,high school,upper class,0.5859101362400143,False,before 2015,True,True,32765,10000.0,sedan,5,0,0
1870,563175,40-64,female,majority,20-29y,university,middle class,0.5000798154654826,True,before 2015,False,False,32765,14000.0,sedan,1,1,2
1871,272001,26-39,male,majority,10-19y,university,upper class,0.0,True,after 2015,True,True,10238,12000.0,sedan,0,0,0
1872,215445,16-25,male,majority,0-9y,none,poverty,0.4425234857699696,True,before 2015,True,False,10238,12000.0,sedan,0,0,0
1873,578635,40-64,male,majority,10-19y,high school,middle class,0.0,True,before 2015,False,True,10238,12000.0,sedan,2,0,4
1874,887325,16-25,female,majority,0-9y,high school,poverty,0.2983002002798249,False,before 2015,False,False,10238,17000.0,sedan,0,0,0
1875,110283,40-64,female,majority,0-9y,university,upper class,0.5635661989200738,True,after 2015,True,True,10238,14000.0,sedan,0,0,0
1876,613670,26-39,female,majority,10-19y,university,middle class,0.5528557246369896,True,before 2015,False,True,92101,12000.0,sedan,1,1,0
1877,491511,26-39,female,majority,10-19y,high school,middle class,0.4849151408745666,True,before 2015,False,False,32765,13000.0,sports car,1,0,0
1878,403031,16-25,female,majority,0-9y,none,working class,0.0,False,before 2015,False,True,32765,12000.0,sedan,0,0,0
1879,210484,16-25,male,majority,0-9y,high school,poverty,0.2052827746067424,False,before 2015,False,False,10238,13000.0,sedan,0,0,0
1880,602790,16-25,female,majority,0-9y,high school,poverty,0.2412935569513577,False,before 2015,False,False,10238,12000.0,sedan,0,0,0
1881,976407,40-64,female,minority,10-19y,high school,middle class,0.6200389582828856,True,after 2015,True,True,10238,12000.0,sedan,1,0,1
1882,411490,16-25,male,majority,0-9y,high school,poverty,0.3042562428251973,True,before 2015,False,True,92101,14000.0,sedan,0,0,0
1883,657351,40-64,female,majority,20-29y,university,upper class,0.6608490340692316,True,after 2015,True,False,32765,10000.0,sedan,5,1,4
1884,949479,26-39,male,majority,10-19y,university,middle class,0.0,True,before 2015,True,True,10238,12000.0,sports car,1,0,1
1885,709084,26-39,male,majority,10-19y,high school,middle class,0.0,True,before 2015,True,False,10238,7000.0,sedan,2,0,1
1886,324483,40-64,female,majority,20-29y,university,upper class,0.6135322636094647,True,after 2015,True,True,10238,11000.0,sedan,1,0,0
1887,269129,40-64,female,majority,20-29y,high school,upper class,0.0,False,before 2015,False,True,32765,4000.0,sedan,1,2,1
1888,626587,40-64,female,majority,20-29y,university,upper class,0.6831496294142616,True,after 2015,False,True,32765,9000.0,sedan,2,0,1
1889,11280,16-25,female,majority,0-9y,university,middle class,0.0,True,after 2015,False,False,10238,14000.0,sedan,0,0,0
1890,586725,16-25,female,majority,0-9y,none,poverty,0.0,False,before 2015,False,False,10238,12000.0,sedan,0,0,0
1891,850687,40-64,male,majority,20-29y,high school,upper class,0.553308152582268,False,before 2015,False,False,32765,12000.0,sedan,3,1,0
1892,378356,26-39,male,majority,10-19y,none,poverty,0.1428568741606682,True,before 2015,True,True,32765,8000.0,sedan,3,1,0
1893,461730,16-25,female,majority,0-9y,high school,working class,0.5689042718463312,True,before 2015,False,False,32765,14000.0,sedan,0,0,0
1894,589218,65+,male,majority,20-29y,high school,upper class,0.4856727576949824,True,before 2015,True,True,10238,14000.0,sedan,4,2,0
1895,946498,40-64,male,minority,10-19y,high school,upper class,0.6793754625742531,False,before 2015,True,False,10238,10000.0,sedan,2,1,0
1896,479118,40-64,male,majority,10-19y,university,upper class,0.5282959648021781,True,after 2015,False,True,10238,12000.0,sedan,1,0,4
1897,744591,26-39,male,majority,0-9y,high school,working class,0.4694285820819799,True,before 2015,False,False,10238,17000.0,sedan,0,0,0
1898,633972,16-25,male,majority,0-9y,university,working class,0.1966518580351812,True,before 2015,True,False,10238,15000.0,sedan,0,0,0
1899,223390,16-25,male,majority,0-9y,high school,poverty,0.4074307626863781,True,before 2015,False,False,32765,14000.0,sedan,0,0,0
1900,758891,40-64,male,majority,20-29y,university,middle class,0.4344065093807981,True,before 2015,False,True,21217,11000.0,sports car,1,0,0
1901,736939,16-25,female,majority,0-9y,high school,working class,0.4547714598756744,False,before 2015,True,False,10238,14000.0,sedan,0,0,0
1902,733325,16-25,female,majority,0-9y,university,middle class,0.0,True,after 2015,True,True,10238,10000.0,sedan,0,0,0
1903,393981,40-64,male,majority,20-29y,university,upper class,0.5371232990680931,True,after 2015,False,True,10238,14000.0,sedan,4,0,0
1904,471822,65+,male,majority,20-29y,university,upper class,0.6340212804612396,True,before 2015,False,True,32765,9000.0,sedan,3,1,1
1905,540570,16-25,female,majority,0-9y,high school,poverty,0.3376774662073182,False,before 2015,False,False,10238,16000.0,sedan,0,0,0
1906,278283,16-25,male,minority,0-9y,none,poverty,0.3978857195047106,False,before 2015,False,True,32765,16000.0,sedan,0,0,0
1907,264164,26-39,female,majority,10-19y,none,poverty,0.0,False,before 2015,False,False,10238,13000.0,sports car,1,0,0
1908,505778,65+,male,majority,30y+,none,upper class,0.6111742157695501,False,before 2015,False,True,32765,12000.0,sedan,10,0,0
1909,981161,16-25,male,majority,0-9y,high school,poverty,0.4061774183487175,True,before 2015,False,False,10238,16000.0,sedan,0,0,0
1910,380644,40-64,female,minority,10-19y,high school,upper class,0.5932952607036057,True,before 2015,True,True,32765,8000.0,sedan,2,1,0
1911,436817,26-39,male,majority,10-19y,university,middle class,0.0,False,before 2015,True,True,10238,12000.0,sedan,3,0,2
1912,237309,16-25,male,minority,0-9y,university,working class,0.4310118692564083,False,before 2015,True,True,32765,8000.0,sedan,0,0,0
1913,576563,40-64,male,majority,20-29y,university,upper class,0.6606202402761614,True,before 2015,True,True,32765,7000.0,sedan,3,1,4
1914,313857,16-25,female,minority,0-9y,none,poverty,0.3597423112305584,False,before 2015,False,False,10238,16000.0,sedan,0,0,0
1915,849983,65+,female,majority,0-9y,high school,upper class,0.6952752089780221,False,after 2015,False,True,10238,10000.0,sedan,0,0,0
1916,33096,65+,male,majority,0-9y,university,upper class,0.5537761327931844,True,before 2015,True,True,10238,12000.0,sedan,0,0,0
1917,820080,65+,male,majority,0-9y,university,upper class,0.8012142311019844,True,after 2015,False,True,10238,10000.0,sedan,0,0,0
1918,959200,40-64,male,majority,20-29y,university,upper class,0.8456270968062706,False,before 2015,False,True,32765,10000.0,sedan,7,1,0
1919,704651,16-25,male,majority,0-9y,university,middle class,0.613793495440892,True,after 2015,True,True,10238,14000.0,sedan,0,0,0
1920,516737,40-64,male,majority,20-29y,high school,middle class,0.4748507882647603,False,before 2015,False,True,32765,12000.0,sports car,3,1,2
1921,744557,26-39,female,majority,0-9y,high school,middle class,0.5121611533628815,False,before 2015,True,True,10238,12000.0,sedan,0,0,0
1922,884200,16-25,female,majority,0-9y,high school,poverty,0.4921613731854921,True,before 2015,False,True,10238,15000.0,sedan,0,0,0
1923,980162,65+,female,majority,30y+,high school,upper class,0.5570043831736404,True,after 2015,False,False,10238,15000.0,sedan,1,0,3
1924,138549,65+,male,majority,10-19y,high school,upper class,0.6855793795050787,True,after 2015,True,True,32765,7000.0,sedan,2,0,5
1925,661049,40-64,male,majority,20-29y,university,upper class,0.0,True,before 2015,False,True,10238,12000.0,sedan,3,0,0
1926,145781,26-39,male,majority,10-19y,university,middle class,0.4472392183805535,False,before 2015,True,False,10238,11000.0,sedan,0,1,3
1927,884877,26-39,male,majority,10-19y,high school,working class,0.3626070571005141,False,before 2015,False,False,10238,12000.0,sedan,0,0,1
1928,616755,16-25,male,majority,0-9y,high school,poverty,0.3311444080390952,False,before 2015,False,False,92101,15000.0,sedan,0,0,0
1929,993761,40-64,male,majority,0-9y,university,upper class,0.6665708808245926,True,before 2015,True,True,32765,7000.0,sports car,0,0,0
1930,391958,40-64,female,majority,10-19y,high school,upper class,0.7597218689925157,True,before 2015,True,True,10238,12000.0,sedan,2,0,2
1931,235541,26-39,male,majority,10-19y,none,poverty,0.3554484102410427,True,before 2015,True,True,32765,9000.0,sedan,6,1,1
1932,603591,16-25,male,majority,0-9y,university,middle class,0.4911714317868657,True,before 2015,True,False,32765,9000.0,sedan,0,0,0
1933,527814,26-39,male,minority,10-19y,none,poverty,0.5090413982006466,False,before 2015,False,True,10238,11000.0,sedan,1,0,3
1934,903819,40-64,female,majority,10-19y,high school,middle class,0.5727872533240705,True,after 2015,False,False,10238,15000.0,sedan,1,0,0
1935,856747,16-25,male,majority,0-9y,high school,working class,0.0,True,before 2015,True,True,92101,10000.0,sedan,0,0,0
1936,153420,26-39,male,majority,0-9y,none,poverty,0.1702452857312173,True,before 2015,False,False,10238,10000.0,sedan,0,0,0
1937,610675,26-39,female,majority,0-9y,high school,working class,0.6231426423796359,True,after 2015,False,False,10238,16000.0,sedan,0,0,0
1938,103124,40-64,male,majority,0-9y,high school,middle class,0.5535588872675963,True,before 2015,True,True,10238,12000.0,sedan,0,0,0
1939,37021,16-25,female,majority,0-9y,high school,working class,0.4555194990814978,False,before 2015,False,True,10238,13000.0,sedan,0,0,0
1940,97800,40-64,male,minority,20-29y,none,middle class,0.5543950016032893,False,after 2015,False,False,10238,16000.0,sedan,0,0,4
1941,559326,16-25,male,majority,0-9y,none,poverty,0.2544700935636953,True,before 2015,False,True,10238,13000.0,sedan,0,0,0
1942,942534,40-64,male,majority,20-29y,high school,working class,0.397751130243592,False,before 2015,False,False,10238,18000.0,sedan,1,0,3
1943,187174,65+,male,majority,10-19y,high school,upper class,0.0,True,before 2015,True,True,10238,8000.0,sedan,2,0,1
1944,373573,40-64,male,majority,20-29y,none,upper class,0.6675682172147324,True,after 2015,False,True,10238,11000.0,sedan,3,0,6
1945,417589,65+,male,majority,0-9y,university,upper class,0.6063061374642535,True,after 2015,True,True,10238,10000.0,sedan,0,0,0
1946,297130,16-25,male,majority,0-9y,none,poverty,0.3909633860367781,False,before 2015,True,False,32765,9000.0,sedan,0,0,0
1947,930707,40-64,female,majority,20-29y,high school,upper class,0.5636298303010419,True,after 2015,True,True,10238,10000.0,sedan,2,0,5
1948,784749,26-39,male,majority,10-19y,university,middle class,0.5051272639867151,False,before 2015,False,False,10238,16000.0,sedan,0,1,1
1949,742437,40-64,female,majority,10-19y,university,upper class,0.0,True,after 2015,True,False,10238,15000.0,sedan,2,0,1
1950,61889,40-64,female,majority,20-29y,high school,middle class,0.5883010090816301,True,before 2015,False,True,10238,15000.0,sedan,1,2,2
1951,284158,65+,male,majority,30y+,university,upper class,0.5505629540058324,False,after 2015,False,True,10238,17000.0,sedan,4,1,3
1952,117479,16-25,male,minority,0-9y,high school,working class,0.355992241229828,True,before 2015,False,True,10238,12000.0,sedan,0,0,0
1953,73432,16-25,female,majority,0-9y,high school,poverty,0.3035289246474821,False,before 2015,False,True,10238,12000.0,sedan,0,0,0
1954,717981,65+,male,majority,30y+,high school,upper class,0.6082481234143344,True,after 2015,True,True,32765,8000.0,sedan,10,1,4
1955,570855,40-64,male,majority,20-29y,high school,upper class,0.5656002831268322,True,after 2015,True,True,10238,11000.0,sedan,1,0,4
1956,91308,26-39,male,majority,10-19y,high school,working class,0.2837396402134595,True,before 2015,False,False,32765,13000.0,sedan,2,1,0
1957,771944,65+,female,majority,30y+,high school,upper class,0.6563811456013456,True,before 2015,True,True,10238,9000.0,sedan,4,0,5
1958,64984,16-25,male,minority,0-9y,none,working class,0.4025785640861608,True,before 2015,False,False,32765,14000.0,sedan,0,0,0
1959,739655,65+,male,majority,30y+,high school,upper class,0.6877893170484483,True,after 2015,True,True,10238,11000.0,sedan,4,1,4
1960,557158,40-64,male,majority,20-29y,university,upper class,0.0,True,after 2015,False,True,10238,15000.0,sedan,4,0,3
1961,988458,65+,female,majority,30y+,none,upper class,0.5658647797711369,True,after 2015,True,True,32765,6000.0,sedan,10,3,4
1962,844425,40-64,male,majority,20-29y,high school,middle class,0.5074746711773291,True,after 2015,False,True,32765,6000.0,sedan,6,2,2
1963,343044,26-39,female,majority,10-19y,university,upper class,0.6477397119577972,True,before 2015,False,True,32765,9000.0,sedan,1,1,0
1964,104623,40-64,male,majority,20-29y,high school,upper class,0.7146041051611214,True,before 2015,False,True,32765,10000.0,sedan,2,1,3
1965,401259,26-39,female,majority,10-19y,university,middle class,0.5876351706646832,True,after 2015,False,True,10238,10000.0,sedan,0,1,0
1966,56428,26-39,male,majority,10-19y,university,working class,0.3276972993667342,True,before 2015,False,False,32765,13000.0,sedan,1,0,0
1967,297716,16-25,male,majority,0-9y,high school,poverty,0.3457415848717494,False,before 2015,False,False,32765,13000.0,sedan,0,0,0
1968,261464,26-39,male,majority,10-19y,high school,middle class,0.4646190914516829,True,after 2015,True,True,32765,12000.0,sedan,5,1,0
1969,124833,65+,female,majority,20-29y,university,upper class,0.5704282195243078,True,before 2015,True,True,10238,9000.0,sports car,2,0,3
1970,745999,40-64,female,majority,20-29y,high school,middle class,0.5461243165310067,False,before 2015,True,False,10238,9000.0,sedan,3,0,1
1971,226,26-39,male,majority,0-9y,none,poverty,0.4541773038411031,True,before 2015,False,False,10238,15000.0,sedan,0,0,0
1972,947390,26-39,male,majority,0-9y,none,working class,0.4852303649056671,False,before 2015,False,True,10238,15000.0,sedan,0,0,0
1973,498673,40-64,male,majority,20-29y,university,upper class,0.6952148312049189,True,before 2015,True,True,10238,9000.0,sedan,4,0,5
1974,757922,16-25,female,majority,0-9y,none,poverty,0.3060569212575669,False,before 2015,False,False,10238,17000.0,sedan,0,0,0
1975,865316,40-64,female,majority,20-29y,university,upper class,0.6527368124494255,True,before 2015,True,True,10238,13000.0,sedan,4,0,2
1976,620590,26-39,male,majority,10-19y,high school,working class,0.4365877926342473,True,before 2015,False,False,32765,12000.0,sedan,2,0,0
1977,231919,26-39,male,majority,10-19y,high school,middle class,0.6303208291323615,True,after 2015,True,False,10238,16000.0,sedan,1,0,0
1978,458828,26-39,male,majority,10-19y,high school,poverty,0.3070550976960573,True,before 2015,False,False,10238,14000.0,sedan,3,0,2
1979,94127,65+,male,minority,0-9y,high school,upper class,0.5980895336803876,True,before 2015,True,True,32765,8000.0,sedan,0,0,0
1980,154809,26-39,female,majority,10-19y,university,middle class,0.405846593806807,True,after 2015,False,True,10238,15000.0,sedan,2,0,0
1981,789131,40-64,female,majority,20-29y,university,upper class,0.5757451296405501,True,before 2015,True,False,92101,12000.0,sedan,0,1,0
1982,26883,26-39,female,majority,0-9y,university,upper class,0.6183002944413831,True,after 2015,True,True,92101,13000.0,sedan,0,0,0
1983,245852,65+,male,majority,10-19y,high school,middle class,0.5839314559764571,True,after 2015,False,True,32765,11000.0,sedan,3,1,1
1984,424685,16-25,female,majority,0-9y,high school,middle class,0.5730305069553552,False,after 2015,False,False,10238,15000.0,sedan,0,0,0
1985,742144,40-64,male,majority,20-29y,university,upper class,0.7439687621339224,True,after 2015,True,True,10238,11000.0,sedan,3,0,1
1986,74744,26-39,female,minority,10-19y,none,poverty,0.3187556952308137,False,before 2015,True,False,32765,9000.0,sedan,1,0,0
1987,894333,16-25,male,majority,0-9y,high school,middle class,0.6855670948359924,True,before 2015,False,True,32765,11000.0,sedan,0,0,0
1988,131400,40-64,male,majority,20-29y,university,upper class,0.7484736559983464,True,before 2015,True,True,10238,13000.0,sedan,0,0,6
1989,934104,26-39,male,majority,10-19y,university,upper class,0.6355599395913655,False,before 2015,True,False,32765,11000.0,sedan,3,2,0
1990,849845,26-39,female,majority,0-9y,high school,poverty,0.3406862555323136,False,before 2015,False,True,10238,11000.0,sedan,0,0,0
1991,519948,40-64,female,majority,20-29y,none,working class,0.4647727031848582,True,after 2015,True,False,32765,11000.0,sedan,1,0,1
1992,127507,65+,male,majority,0-9y,university,upper class,0.5387208204393835,False,before 2015,False,False,10238,16000.0,sedan,0,0,0
1993,503269,40-64,female,minority,20-29y,high school,working class,0.3740604475477269,True,before 2015,False,True,32765,12000.0,sports car,2,1,0
1994,337559,40-64,male,majority,20-29y,high school,middle class,0.5795819505506645,True,after 2015,True,True,10238,9000.0,sedan,3,0,2
1995,210028,40-64,female,minority,20-29y,none,middle class,0.5216370293764842,True,before 2015,False,False,10238,16000.0,sedan,3,0,1
1996,625565,26-39,male,majority,10-19y,high school,middle class,0.0,False,after 2015,False,True,10238,13000.0,sedan,1,0,2
1997,232262,65+,male,majority,10-19y,high school,upper class,0.3995310114066084,True,after 2015,True,True,10238,9000.0,sedan,2,0,0
1998,277499,16-25,male,majority,0-9y,university,upper class,0.711130247514043,True,before 2015,True,False,32765,11000.0,sedan,0,0,0
1999,761455,40-64,male,majority,20-29y,high school,upper class,0.6810789500454674,True,before 2015,True,False,10238,12000.0,sedan,3,2,4
2000,330207,40-64,female,majority,20-29y,university,upper class,0.6172238033115515,False,after 2015,True,True,32765,10000.0,sedan,4,3,3
2001,927059,16-25,male,majority,0-9y,none,poverty,0.3449080748268442,False,before 2015,False,False,32765,13000.0,sedan,0,0,0
2002,22905,26-39,female,majority,10-19y,high school,upper class,0.5431775519517923,True,before 2015,True,True,32765,8000.0,sedan,1,0,0
2003,270333,65+,male,majority,30y+,university,upper class,0.5832612783680788,True,after 2015,False,True,10238,9000.0,sedan,5,0,2
2004,168510,26-39,female,majority,10-19y,university,upper class,0.0,False,before 2015,True,True,10238,11000.0,sedan,0,1,0
2005,125408,65+,male,majority,30y+,university,upper class,0.7079048188214504,True,after 2015,True,True,10238,12000.0,sedan,4,1,2
2006,107410,16-25,male,majority,0-9y,none,poverty,0.3086760491529937,False,after 2015,True,True,10238,11000.0,sedan,0,0,0
2007,912595,26-39,male,majority,10-19y,high school,middle class,0.4532261163998474,True,before 2015,True,True,10238,14000.0,sports car,2,1,0
2008,137209,26-39,female,majority,10-19y,university,middle class,0.6680436827403672,False,before 2015,False,True,10238,10000.0,sedan,0,0,1
2009,882775,16-25,female,majority,0-9y,high school,working class,0.4237711447220497,True,after 2015,False,False,32765,13000.0,sedan,0,0,0
2010,926478,65+,female,majority,10-19y,university,upper class,0.4779624315482342,True,before 2015,True,True,32765,7000.0,sedan,3,0,1
2011,756207,40-64,male,majority,20-29y,university,upper class,0.6165145855943818,True,before 2015,False,True,10238,14000.0,sedan,2,0,2
2012,96679,16-25,female,majority,0-9y,none,poverty,0.1541351795574787,True,before 2015,False,False,10238,18000.0,sedan,0,0,0
2013,30993,40-64,female,majority,20-29y,university,upper class,0.5426376550206501,True,after 2015,False,True,10238,9000.0,sedan,1,0,0
2014,904544,40-64,female,majority,0-9y,university,upper class,0.7976152776255272,True,before 2015,True,False,10238,13000.0,sedan,0,0,0
2015,660975,40-64,female,majority,20-29y,university,middle class,0.5752234865821753,True,before 2015,True,True,10238,12000.0,sedan,3,1,1
2016,343102,26-39,female,majority,10-19y,none,poverty,0.3763502094705643,True,before 2015,True,True,10238,8000.0,sedan,1,0,0
2017,748173,26-39,male,majority,10-19y,none,poverty,0.2539444112229153,True,before 2015,False,True,10238,15000.0,sedan,1,0,1
2018,466515,26-39,male,majority,10-19y,none,working class,0.3978853338946178,False,before 2015,False,False,32765,13000.0,sports car,2,1,0
2019,80504,26-39,male,majority,10-19y,university,poverty,0.0,False,before 2015,False,False,10238,14000.0,sedan,0,0,3
2020,648192,40-64,male,majority,20-29y,university,middle class,0.4760755481035748,False,before 2015,False,False,10238,16000.0,sedan,2,0,3
2021,900525,26-39,male,majority,10-19y,high school,middle class,0.3413656943911265,True,before 2015,False,False,32765,11000.0,sedan,1,0,0
2022,629147,65+,male,majority,0-9y,high school,middle class,0.6742126938809867,True,before 2015,True,True,32765,7000.0,sedan,0,0,0
2023,126571,16-25,female,majority,0-9y,none,working class,0.4556299715795965,True,after 2015,False,True,10238,12000.0,sports car,0,0,0
2024,919697,26-39,female,majority,10-19y,high school,upper class,0.647036115942897,True,after 2015,False,True,10238,8000.0,sedan,0,1,1
2025,26688,26-39,female,majority,10-19y,high school,middle class,0.5551939776516457,True,after 2015,False,True,10238,12000.0,sedan,2,0,3
2026,474971,40-64,male,majority,20-29y,university,middle class,0.5131929341910539,True,before 2015,True,True,32765,5000.0,sedan,7,1,2
2027,287540,40-64,female,majority,20-29y,high school,upper class,0.5682407176327693,False,before 2015,True,False,32765,11000.0,sedan,3,0,0
2028,584269,40-64,female,majority,20-29y,high school,working class,0.3331783936397684,True,before 2015,False,False,10238,14000.0,sports car,0,0,2
2029,326608,40-64,female,majority,10-19y,university,upper class,0.5392138269084618,False,before 2015,True,True,32765,5000.0,sedan,0,1,0
2030,450029,65+,female,majority,0-9y,university,upper class,0.6018126779616341,True,after 2015,True,True,10238,5000.0,sedan,0,0,0
2031,792310,65+,male,majority,30y+,university,upper class,0.3630724927822561,True,before 2015,True,False,21217,5000.0,sedan,3,1,0
2032,166073,40-64,female,majority,20-29y,high school,middle class,0.545089952761571,True,before 2015,True,True,10238,14000.0,sedan,1,0,0
2033,521571,40-64,female,majority,10-19y,none,poverty,0.3582560449825787,False,before 2015,False,True,10238,14000.0,sedan,0,0,0
2034,418047,40-64,male,majority,20-29y,high school,upper class,0.5935481774271312,True,after 2015,True,True,10238,8000.0,sedan,6,0,5
2035,407435,40-64,female,majority,20-29y,university,upper class,0.6380148539874897,True,before 2015,True,True,92101,11000.0,sedan,3,0,1
2036,902008,40-64,female,minority,10-19y,high school,poverty,0.2893073879601041,False,before 2015,True,True,32765,8000.0,sedan,1,1,0
2037,635622,26-39,female,minority,10-19y,none,working class,0.5799385856829034,False,before 2015,False,False,10238,15000.0,sedan,1,0,0
2038,754120,16-25,male,majority,0-9y,high school,working class,0.0,True,after 2015,False,True,32765,14000.0,sedan,0,0,0
2039,3131,26-39,female,majority,10-19y,high school,middle class,0.4137739689907644,True,after 2015,True,False,10238,11000.0,sedan,0,1,1
2040,747188,26-39,female,majority,0-9y,high school,middle class,0.3921298915339043,True,before 2015,True,True,32765,6000.0,sedan,0,0,0
2041,219595,65+,female,minority,10-19y,university,upper class,0.5576866532602021,True,before 2015,True,True,10238,12000.0,sedan,1,0,0
2042,284540,65+,male,majority,30y+,university,upper class,0.6541771817285776,True,before 2015,True,True,10238,12000.0,sedan,9,0,4
2043,324448,16-25,male,minority,0-9y,none,poverty,0.2652885371930958,False,before 2015,False,True,32765,12000.0,sedan,0,0,0
2044,638240,26-39,female,majority,0-9y,high school,upper class,0.5797370090434051,True,after 2015,True,True,10238,8000.0,sports car,0,0,0
2045,335001,16-25,male,majority,0-9y,high school,poverty,0.3524113564969917,False,before 2015,False,True,10238,11000.0,sedan,0,0,0
2046,569662,26-39,female,majority,10-19y,none,poverty,0.3674159775277167,False,before 2015,True,False,32765,13000.0,sedan,1,1,0
2047,832941,40-64,female,majority,20-29y,university,upper class,0.5231534917481532,True,after 2015,True,False,10238,16000.0,sedan,0,0,0
2048,416816,16-25,male,majority,0-9y,none,poverty,0.3243896616360899,True,before 2015,False,False,32765,16000.0,sedan,0,0,0
2049,978371,65+,male,majority,0-9y,university,upper class,0.522308261261471,True,before 2015,True,True,92101,10000.0,sedan,0,0,0
2050,918452,16-25,female,majority,0-9y,none,poverty,0.5892026667509174,False,before 2015,False,False,32765,16000.0,sedan,0,0,0
2051,905397,16-25,male,majority,0-9y,high school,working class,0.3828274809687304,True,before 2015,False,False,10238,14000.0,sedan,0,0,0
2052,314202,16-25,female,majority,0-9y,none,poverty,0.2180558125783903,True,before 2015,False,True,10238,12000.0,sedan,0,0,0
2053,827578,40-64,female,majority,20-29y,high school,middle class,0.5724357121716819,True,before 2015,True,True,21217,9000.0,sedan,6,0,2
2054,531612,16-25,male,majority,0-9y,high school,poverty,0.0,True,before 2015,True,True,10238,9000.0,sedan,0,0,0
2055,922977,26-39,female,majority,10-19y,university,working class,0.3820266609685973,False,before 2015,False,True,10238,11000.0,sedan,1,0,1
2056,26816,26-39,male,majority,10-19y,university,upper class,0.4595544325174388,False,after 2015,True,True,32765,6000.0,sedan,5,0,1
2057,466383,26-39,male,majority,10-19y,university,upper class,0.4724089205532677,True,before 2015,False,True,32765,11000.0,sedan,2,0,1
2058,877770,26-39,female,majority,10-19y,university,working class,0.4691488744590532,False,before 2015,False,False,32765,11000.0,sedan,1,0,0
2059,516391,26-39,female,majority,10-19y,university,upper class,0.4955551858020328,True,before 2015,True,True,32765,11000.0,sedan,3,0,0
2060,331819,65+,female,majority,10-19y,university,upper class,0.615268901119859,True,before 2015,True,True,10238,10000.0,sedan,1,1,0
2061,439435,40-64,female,majority,20-29y,none,poverty,0.0,False,before 2015,False,True,10238,10000.0,sedan,5,0,0
2062,430019,16-25,male,majority,0-9y,high school,middle class,0.5250778544124233,True,before 2015,False,True,10238,13000.0,sedan,0,0,0
2063,873325,26-39,female,majority,10-19y,none,poverty,0.4728683213157021,False,before 2015,True,True,32765,9000.0,sedan,2,0,0
2064,852514,26-39,male,majority,10-19y,university,upper class,0.7312594762628961,True,after 2015,False,True,10238,12000.0,sedan,0,0,0
2065,198903,26-39,female,majority,10-19y,university,middle class,0.4075471513781581,True,before 2015,False,False,32765,13000.0,sedan,2,0,0
2066,351071,40-64,male,majority,20-29y,university,middle class,0.3947330860408181,True,after 2015,False,True,10238,10000.0,sedan,3,1,3
2067,65898,65+,female,majority,10-19y,high school,middle class,0.6212693959586079,True,before 2015,True,True,10238,10000.0,sedan,1,1,1
2068,671746,65+,male,majority,10-19y,university,upper class,0.4887111046934922,True,before 2015,True,True,10238,9000.0,sedan,2,0,4
2069,760605,26-39,female,majority,10-19y,none,middle class,0.5050324631686071,False,before 2015,False,True,32765,11000.0,sedan,2,0,0
2070,435057,16-25,male,majority,0-9y,none,working class,0.5336166248933796,True,after 2015,True,False,32765,10000.0,sedan,0,0,0
2071,311722,16-25,female,majority,0-9y,none,poverty,0.3729905825054102,True,before 2015,False,False,10238,15000.0,sedan,0,0,0
2072,309217,26-39,female,majority,0-9y,high school,upper class,0.7124443067499009,True,after 2015,False,False,10238,15000.0,sedan,0,0,0
2073,237542,16-25,female,majority,0-9y,high school,middle class,0.5668311217565926,True,before 2015,False,False,10238,12000.0,sports car,0,0,0
2074,911614,26-39,female,majority,10-19y,university,middle class,0.4631298696568432,True,after 2015,False,False,10238,13000.0,sedan,2,0,0
2075,219279,16-25,male,minority,0-9y,high school,middle class,0.4031187478227301,True,before 2015,False,True,10238,13000.0,sedan,0,0,0
2076,520036,26-39,female,majority,10-19y,university,middle class,0.7254912502311535,True,before 2015,True,True,10238,12000.0,sedan,0,2,0
2077,834244,16-25,male,majority,0-9y,university,working class,0.0,True,before 2015,False,True,10238,12000.0,sedan,0,0,0
2078,603871,40-64,female,majority,20-29y,high school,middle class,0.6428083488556897,True,before 2015,True,True,10238,13000.0,sedan,1,0,0
2079,78431,65+,male,majority,0-9y,none,upper class,0.529341745353105,True,after 2015,True,True,10238,15000.0,sedan,0,0,0
2080,979335,40-64,male,majority,10-19y,high school,upper class,0.5584527325845159,True,after 2015,True,False,10238,7000.0,sedan,5,0,3
2081,642405,40-64,female,majority,20-29y,high school,upper class,0.561554377080833,True,after 2015,True,True,10238,13000.0,sedan,0,0,1
